query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
hotpot_5a7f53ff5542992097ad2f17,"In addition to the best known comic servant from Commedia dell'arte, who else is",Columbine,columbine,1.0,SUCCESS,True,True,True
hotpot_5a8a3dd55542995153361360,Did Nicholas Hytner and Maya Deren work in the same role in the film industry?,no,no,1.0,SUCCESS,True,True,False
hotpot_5ac0d5a1554299294b219025,Dangerous is a book by which political commentator?,Milo Yiannopoulos,milo yiannopoulos,1.0,SUCCESS,False,True,True
hotpot_5a7e4414554299495941995c,Vincas Kudirka is the author of both the music and lyrics of a national anthem w,fifty-word,50,0.0,G1_confabulation,True,True,True
hotpot_5a84e4bc5542997b5ce3ff81,"In modern history of Syria this kingdom lasted for only four months, this kingdo",French,french forces,0.667,SUCCESS,True,True,True
hotpot_5addce005542997dc790703c,How many daily flights are made by the Thai long-haul low-fare airline (part of ,21,21,1.0,SUCCESS,True,True,False
hotpot_5ae5fb55554299546bf82ff6,"Turner Field was originally built as what 85,000 seat main stadium of the 1996 S",Centennial Olympic Stadium,centennial olympic stadium,1.0,SUCCESS,True,True,True
hotpot_5ae2120c5542997283cd23ac,What is the name of the record label owned by one of the three artists responsib,Dolly Records,columbia records,0.5,SUCCESS,False,True,True
hotpot_5ae644c55542992663a4f27e,"When was the club formed, for which Adam  Johnson played as well as Middlesbroug",1919,1876,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5ab294a6554299545a2cf9a6,Who is the son of John Button under contract with as a driver?,McLaren-Honda,jenson button,0.0,G1_confabulation,True,True,True
hotpot_5a8d0c1b5542994ba4e3dbb3,"In which language is the notable song by Suresh Peters from ""Gentleman ""?",Tamil,tamil,1.0,SUCCESS,True,True,True
hotpot_5ae7257a554299572ea54731,What character did Selina Giles play in the 2005 dystopian political thriller na,Evey's mother,evey s mother,1.0,SUCCESS,True,True,True
hotpot_5a722a6855429971e9dc9320,What is the character's name for which Anna Leonidovna Kovalchuk won a prize in ,Chief Detective Maria Shvetsova,maria shvetsova,0.667,SUCCESS,True,True,True
hotpot_5ac3e07b5542997ea680c96c,Which airport does Travel Service have their head office located in the capital ,Václav Havel Airport,prague,0.0,G1_confabulation,True,True,True
hotpot_5ab9405c554299743d22ea7c,In what city did the 1959 William & Mary Indians football team lose against the ,"Annapolis, Maryland",annapolis,0.667,SUCCESS,True,True,True
hotpot_5ae0d9c555429924de1b719a,"Van Andel Institute was founded in part by what American businessman, who was be",Jay Van Andel,jay van andel,1.0,SUCCESS,True,True,True
hotpot_5abdf06355429976d4830a2d,In Ancient Egyptian religion how would a citizen be weighted to decide if they w,against the feather of truth,lake of fire,0.286,G2_reasoning_error,True,True,True
hotpot_5ab92e3c554299753720f777,Was High Times or National Geographic published first?,National Geographic,national geographic,1.0,SUCCESS,True,True,True
hotpot_5add8f055542990dbb2f7e6d,Who conducted the negotiations  with the owners and the longest serving commanda,Rudolf Höss,rudolf höss,1.0,SUCCESS,True,True,True
hotpot_5ab9d0b755429955dce3ed8f,"Which sister of Margarita ""Peggy"" Schuyler Van Rensselaer is sometimes called Be",Elizabeth Hamilton,elizabeth schuyler hamilton,0.8,SUCCESS,True,True,True
hotpot_5ae60426554299546bf83019,Which American Space Western animated series did Celebrity Home Entertainment re,BraveStarr,i don t know,0.0,G3_abstention,True,True,True
hotpot_5ab3e45655429976abd1bcd4,The Vermont Catamounts men's soccer team currently competes in a conference that,the North Atlantic Conference,north atlantic conference,1.0,SUCCESS,True,True,True
hotpot_5ade51b45542997c77adedf4,The Kansas City Wizards have had three home venues in Kansas City in their time.,Arrowhead Stadium,arrowhead stadium,1.0,SUCCESS,True,True,True
hotpot_5abd5b0355429933744ab789,McLemore Avenue is to Booker T. & the M.G.s as what road in the city of Westmins,"This road is best known for the Abbey Road Studios and the 1969 album, ""Abbey Road"", by The Beatles.",abbey road,0.222,G2_reasoning_error,True,True,True
hotpot_5adcc21f5542990d50227d05,Which organization has been led by the overseer of the Renewable Heat Incentive ,Northern Ireland Assembly for Fermanagh and South Tyrone,democratic unionist party,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a78c66e55429974737f787b,Which group did Masta Kill released Selling My Soul under?,Wu-Tang Clan,wu tang clan,1.0,SUCCESS,True,True,True
hotpot_5a8750945542996432c57264,What kind of teacher is the actress who was killed off along with Sonny?,model and yoga teacher,teacher,0.4,S2_selection_chunk_miss,False,True,False
hotpot_5a7ced4355429909bec76895,"Which was released first, Gasland or To Shoot an Elephant?",To Shoot an Elephant,to shoot elephant,1.0,SUCCESS,True,True,True
hotpot_5ab613985542992aa134a418,What kind of material forms the wrapping for the chocolate candies that Hershey ,aluminum foil,aluminum foil with paper,0.667,SUCCESS,True,True,True
hotpot_5a8e0a005542995085b373a1,Bordan Tkachuk was the CEO of a company that provides what sort of products?,IT products and services,it products and services,1.0,SUCCESS,True,True,True
hotpot_5a8f141e55429918e830d181,What was the setting for Raphael Coleman's best known film?,Victorian England,england,0.667,SUCCESS,False,True,False
hotpot_5ac249f55542992f1f2b3831,What nationality was the inventor of the Alexander Technique for retraining the ,Australian,australian,1.0,SUCCESS,True,True,True
hotpot_5a88bd1d554299206df2b357,"When did the character on Grey's Anatomy, played by the same actor who portrayed","season six, episode 5, ""Invasion""",season 6 episode 5,0.667,SUCCESS,True,True,True
hotpot_5ae328f45542991a06ce993c,"On which station did the 2014 South Korean television series, starring the main ",KBS2,kbs2,1.0,SUCCESS,True,True,False
hotpot_5a78f753554299078472776e,"Which musician is older, Philip Labonte or Alexi Laiho?",Philip Steven Labonte,alexi laiho,0.0,G1_confabulation,True,True,True
hotpot_5ae60dcc554299546bf83043,Young Dolph was featured on the hit single by which American hip hop recording a,O.T. Genasis,o t genasis,1.0,SUCCESS,True,True,True
hotpot_5add43335542995b365faae1, What term was used in the North-West Derby  to disparge their rivals?,Mickey Mouse Cup,mickey mouser,0.4,S2_selection_chunk_miss,True,True,False
hotpot_5a7a8d15554299042af8f669,Toby Kebbell starred in a fantasy action film based on a video game series in 20,Azeroth,azeroth,1.0,SUCCESS,True,True,True
hotpot_5abbc3a955429931dba144f9,Where is the first major improved highway located?,"Wheeling, West Virginia",national road,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a87136e5542991e771816b2,Does Il trovatore have less acts than La rondine,no,no,1.0,SUCCESS,True,True,False
hotpot_5a77b1a75542992a6e59df8d,"Which American artist, who also illustrated works by Bill Nye and George W. Peck","Truman W. ""True"" Williams",true williams,0.667,SUCCESS,True,True,True
hotpot_5a8ad6805542992d82986f93,Leonard Whiting played the tragic hero of Romeo and Juliet in the film version b,Zeffirelli,franco zeffirelli,0.667,SUCCESS,True,True,True
hotpot_5a78eea555429970f5fffddf,Q: Who was born first Richard Boleslawski or Herschell Gordon Lewis?,Richard Boleslawski,richard boleslawski,1.0,SUCCESS,True,True,True
hotpot_5a81df4b55429903bc27b9f8,What mall was known as a twin of the mall located on I-45 on the Southeast side ,Northwest Mall,northwest mall,1.0,SUCCESS,True,True,True
hotpot_5a774a9855429972597f14ea,"Which internationl football team has had a player endorse the ""Nike Hypervenom"" ",England,germany,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a72a0be5542992359bc3143,"This work of literature _______ , known by its Greek title Oedipus Tyrannus was ",Oedipus Rex,oedipus rex,1.0,SUCCESS,True,True,True
hotpot_5adc82fc554299438c868dce,How many Major League Baseball teams usually attend the meeting where the John H,30 Major League Baseball teams,30,0.333,G2_reasoning_error,True,True,True
hotpot_5a7e513a5542994959419996,what other school is located in the same suburb as the Ghana Police College?,Ghana Technology University College,presbyterian boys secondary school,0.0,G1_confabulation,True,True,True
hotpot_5a838eba5542992ef85e22fe,Which documentary film was released first Tar Creek or Volcanic Sprint?,Volcanic Sprint,volcanic sprint,1.0,SUCCESS,True,True,True
hotpot_5abb8a9b5542996cc5e4a016,Who lived longer- Bernard-Marie Koltès or Philip José Farmer?,Philip José Farmer,philip josé farmer,1.0,SUCCESS,True,True,True
hotpot_5ab4e3065542990594ba9cb4,Both Truth in Science and Discovery embrace what campaign?,"""Teach the Controversy"" campaign",teach controversy,0.8,SUCCESS,True,True,True
hotpot_5a8f08c2554299458435d530,"Sian Gibson co-wrote which British sitcom, set around a supermarket and car shar",Peter Kay's Car Share,peter kay s car share,1.0,SUCCESS,True,True,True
hotpot_5a80b4d1554299260e20a134,Are Harry Kizirian and Howard Kazanjian known for the same industry?,no,no,1.0,SUCCESS,True,True,False
hotpot_5ae731ae5542991bbc9761c1,Where do the team that John Grant joined after the 1972 World Cup now play their,Halliwell Jones Stadium,warrington,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ac02c4a5542992a796decbd,What was the name of the hill that was the seat of an estate uphill Aldbury?,Chiltern Hills,ivinghoe beacon,0.0,G1_confabulation,True,True,True
hotpot_5adcf8155542990d50227d6a,"What is the name of  rocker, who was awarded ""Rock Goddess of the Year"" in the A",Maria Brink,maria brink,1.0,SUCCESS,False,True,True
hotpot_5abaa954554299232ef4a362,Are the writing from Maurice Level and Alice Hoffman focused on different audiec,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5ab484415542990594ba9c44,"Which facility was founded in Missouri, Discovery Zone or Valentino's?",Discovery Zone,discovery zone,1.0,SUCCESS,True,True,True
hotpot_5ab8750255429934fafe6dd1,What is the southern border of the neighborhood that the Bruce Silverstein Galle,14th Street,west highland neighborhood,0.0,G1_confabulation,True,True,True
hotpot_5abcfa6f5542993a06baf9c7,Both Hatter and March Hare are characters in which book?,Alice's Adventures in Wonderland,alice s adventures in wonderland,1.0,SUCCESS,True,True,True
hotpot_5ac5188255429924173fb5a3,About how many people are employed by the company founded by Denise Coates?,"3,000",3 000,1.0,SUCCESS,True,True,False
hotpot_5ae5e1345542996de7b71a50,What fictional character created by Tom Clancy was turned into a film in 2002?,Jack Ryan,jack ryan,1.0,SUCCESS,True,True,True
hotpot_5ae22eae554299495565da30,What was the 2010 population of the town where Black Crescent Mountain was locat,310,310,1.0,SUCCESS,True,True,False
hotpot_5a89bcc85542992e4fca83a7,"What uniform number was the umpire wearing when ""Pudge"" hit a home run in Game 6",4,4,1.0,SUCCESS,True,True,False
hotpot_5ab98d70554299753720f82f,What kind of action does Mark's Pizzeria and Patxi's Chicago Pizza have in commo,founded,chicago style pizza,0.0,G1_confabulation,True,True,True
hotpot_5ae35b035542992e3233c3ae,William Bromley-Davenport held political office under the Prime Minister who was,Conservative,conservative,1.0,SUCCESS,True,True,True
hotpot_5a7fd7305542992e7d278dc2,"What films were the basis for ""Family Guy"" and the character of Peter Griffith? ",The Life of Larry and Larry & Steve,life of larry larry steve,0.909,SUCCESS,True,True,True
hotpot_5ab93262554299131ca422b6, Om and SIx Organs of Admittance are both what?,heavy metal band,musical projects,0.0,G1_confabulation,True,True,True
hotpot_5a7b5af7554299042af8f752,The company that created the Data Universal Numbering System has a database that,265 million,265 million,1.0,SUCCESS,True,True,True
hotpot_5ac43c7b5542997ea680ca34,"Danglemah, New South Wales is between which town and the town on the south-easte",Tamworth,walcha,0.0,G1_confabulation,True,True,True
hotpot_5a8835dc5542994846c1ce2b,Who is a winner of the 2013 6 Hours of Silverstone a co-commentator for?,BBC Formula One,bbc formula one,1.0,SUCCESS,True,True,True
hotpot_5a74a8fa55429929fddd8497,"After his curacy at the village that is a suburb of Scunthorpe, who was Industri",Dudman,bill dudman,0.667,SUCCESS,True,True,True
hotpot_5a7c917e5542990527d554d3,How many kilometers did Sabrina Mockenhaupt run when she set her best record?,42.195,42 195 kilometers,0.8,SUCCESS,True,True,False
hotpot_5aba6d4b5542994dbf019906,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directe",English-language,english,0.667,SUCCESS,True,True,True
hotpot_5ac0f7df554299012d1db667,"The ""Happy Fun Ball"" was the subject of a series of parody advertisements on a s",Lorne Michaels,saturday night live,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ac413ca5542997ea680c9e9,In what metropolitan area is the future transfer point for the line previously d,"Washington, D.C.",washington metropolitan area,0.333,G2_reasoning_error,True,True,True
hotpot_5ac50c0355429924173fb581,"when did they start the award which  Russell get for his  ""Little Green Apples"" ",since 1965,2001,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ab9d7e4554299232ef4a21f,What was need in order to diverge from the chinese ritual uniting spouses by pre,constant support from propaganda campaigns,individualized choices made by women,0.0,G1_confabulation,True,True,True
hotpot_5adbf44355429944faac23ce,In which county does the  8th Military Police Brigade  of the United States Army,Honolulu,honolulu,1.0,SUCCESS,True,True,True
hotpot_5adcb6875542994ed6169bcb,Which species of trees is larger Dryopteris or Gymnocladus?,Dryopteris,gymnocladus,0.0,G1_confabulation,True,True,True
hotpot_5a72160e55429971e9dc9253,"Who is the son of the author of the short story ""The Enormous Radio.""",Benjamin Hale Cheever,benjamin cheever,0.8,SUCCESS,True,True,True
hotpot_5a7efa7a55429930675135ea,How did the prominent member of the Astor family who was a lieutenant colonel in,"perished on the RMS ""Titanic""",on rms titanic,0.857,SUCCESS,True,True,True
hotpot_5a8cc602554299653c1aa11a,Do Cathy Berberian and Dickran Tevrizian share the same profession ?,no,no,1.0,SUCCESS,True,True,False
hotpot_5ab2342a5542993be8fa98c3, The Alexander Dawson School is located in a community that occupies how many ac,"22,500 acres",107 acres,0.4,G2_reasoning_error,True,True,True
hotpot_5a8241a855429940e5e1a819,The Sports Museum is a non-profit museum currently located in what multi-purpose,TD Garden,td garden,1.0,SUCCESS,True,True,True
hotpot_5ac2570a5542992f1f2b3861,"In which series did Jacky Ickx, the Belgian Ferrari driver, win more races - For",Formula One,le mans,0.0,G1_confabulation,True,True,True
hotpot_5abc41315542993a06baf8bb,Mía Maestro had a role in the 2002 biopic directed by whom?,Julie Taymor,julie taymor,1.0,SUCCESS,True,True,True
hotpot_5ab8338155429919ba4e2260,"What is the name of a member of the North Melbourne Football Club, whose brother",Mark Andrew Brayshaw,corey wagner,0.0,G1_confabulation,True,True,True
hotpot_5a8effb55542997ba9cb317f,Who is the host of Wall of Fame known for his partnership with?,Matt Lucas,matt lucas,1.0,SUCCESS,True,True,True
hotpot_5ae7d0675542994a481bbdf2,What language was spoken by the Native American people whose principal town was ,Apalachee,apalachee,1.0,SUCCESS,True,True,True
hotpot_5ac54f8d5542993e66e822f5,"When did the author of ""Computing Machinery and Intelligence"" die?",1954,7 june 1954,0.5,SUCCESS,True,True,False
hotpot_5a895d305542993b751ca931,"Which football team does Lewis Young's older brother, Ashley Young, play for?",Premier League club Manchester United and the England national team,manchester united,0.364,G2_reasoning_error,True,True,True
hotpot_5ab9379a554299753720f79d,"Which University, University of New South Wales or Purbanchal University was est",The University of New South Wales,university of new south wales,1.0,SUCCESS,True,True,True
hotpot_5add48465542992200553a80,What film directed by David Greene did Merrell Jackson play an apostle in?,Godspell,godspell,1.0,SUCCESS,True,True,True
hotpot_5adfd01f55429925eb1afa9f,What is the owner of Straight Blast Gym Ireland's birthday?,"January 18, 1977",march 25 1969,0.0,G1_confabulation,False,True,True
hotpot_5ae54bbd5542990ba0bbb262,What is another name for basidiomycete fungus?,Funki Porcini,i don t know,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5abee2df5542994516f4546a,"The director of American crime film, Secret of the Chateau, was known to work at",Metro-Goldwyn-Mayer,desilu productions,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a8d0940554299585d9e379e,Which American politician who served as United States Senator from 1971 to 1989 ,Lawton Chiles,ross allen,0.0,G1_confabulation,True,True,True
hotpot_5ac238c555429951e9e684ab,"According to the 2010 census, what was the population of the city in which Boyle","247,597",159 436,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a825bb455429940e5e1a874,Folie à Deux is a studio album by the American rock band formed in which city?,Wilmette,chicago illinois,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a77c60255429967ab105285,What theory was advanced by the author of Progress in Optics?,theory of direct scattering and inverse scattering,diffraction,0.0,G1_confabulation,True,True,True
hotpot_5a77d3f555429967ab1052c5,Who starred in Smurfs: The Lost Village and was also in The Office?,Ellie Kemper,ellie kemper,1.0,SUCCESS,True,True,True
hotpot_5a8a502b5542996c9b8d5ea6,Who wrote the lyrics to the theme song that was used by the Western film series ,Dr. Brewster M. Higley,dr brewster m higley,1.0,SUCCESS,True,True,True
hotpot_5add56a85542992200553abe,"Which New South Wales town is larger, Port Macquarie or Bonny Hills?",Port Macquarie,port macquarie,1.0,SUCCESS,True,True,True
hotpot_5abb23035542992ccd8e7f22,Kenneth Arnold reported the first unidentified object sighting in what city and ,"Mount Rainier, Washington",mount rainier washington,1.0,SUCCESS,True,True,True
hotpot_5a7782b95542995d8318117f,What insurance company sponsored the Curling Skins Game in 2014?,Travelers,travelers,1.0,SUCCESS,True,True,True
hotpot_5ac24ad7554299636651995a,"Which was Disney's 2nd animated production, Pinocchio or Home on the Range?",Pinocchio,pinocchio,1.0,SUCCESS,True,True,True
hotpot_5ab266b5554299340b5254b4,The term Moneybomb was coined by Trevor Lyman to describe a massive online donat,Citizens for a Sound Economy,citizens for sound economy,1.0,SUCCESS,True,True,True
hotpot_5ac4f33355429924173fb507,where is the Vanderbilt mansion which Ochre Point–Cliffs Historic District is it,Ochre Point Avenue,newport rhode island,0.0,G1_confabulation,True,True,True
hotpot_5a86ab7755429960ec39b6bf,What genre is the novel from which the fast-food restaurant specializing in seaf,an adventure novel,treasure island,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a7d052255429909bec768fd,Which building near Piazza San Fedele is the world's oldest shopping mall?,Galleria Vittorio Emanuele II,galleria vittorio emanuele ii,1.0,SUCCESS,True,True,True
hotpot_5ab29e87554299194fa9346e,"When Jeris Pendleton was first drafted out of college, what was the name of the ",EverBank Field,medlar field at lubrano park,0.286,S2_selection_chunk_miss,False,True,False
hotpot_5abe250f5542991f661060ef,"Who stared as the ""father of the atomic bomb"" in a 1980 television miniseries?",Sam Waterston,sam waterston,1.0,SUCCESS,True,True,True
hotpot_5ae786c8554299540e5a55d7,"In the The Simpsons episode ""Principal Charming, Homer invites a character over ",Harry Shearer,jerry stiller,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a75c02f5542992db94736b4,"Which mountain is higher, Tongshanjiabu or Himalchuli?","Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",himalchuli,0.125,G2_reasoning_error,True,True,True
hotpot_5ac1a3665542994ab5c67daf,What was position of the man who served Prince Andrew from 1990-2001? ,Private Secretary and Treasurer,private secretary,0.667,SUCCESS,True,True,True
hotpot_5a907bf05542995651fb5164,"How many miles does the train, which passes through the Amtrak Jacksonville stat",1522,1522 miles,0.667,SUCCESS,True,True,False
hotpot_5ae0d7315542990adbacf678,Which avant-garde Japanese composer studied with John Cage and wrote Music for E,Toshi Ichiyanagi,toshi ichiyanagi,1.0,SUCCESS,True,True,True
hotpot_5ae796af554299540e5a5623,"Where was the capital of the Arab country, in which the Aulacodes peribocalis mo",Aden,aden,1.0,SUCCESS,True,True,True
hotpot_5a794f8155429970f5fffe95,"Who was born first, Martin Degville or Richie Furay?","""Richie"" Furay",richie furay was born first,0.571,SUCCESS,True,True,True
hotpot_5ae22f4e5542996483e6492f, Underfist: Halloween Bash was going to be the setup for a new series spin-off b,Betty Cohen,cartoon network,0.0,G1_confabulation,True,True,True
hotpot_5ae164cf5542997b2ef7d1cd,"What platinum selling track was included on the album ""The Warrior's Code"" with ",I'm Shipping Up to Boston,i don t know does not specify if track was platinum selling,0.111,G3_abstention,True,True,True
hotpot_5a7ff71a5542992e7d278dd0,Suzie Toase is best known for her role as Alecto Carrow in the Part 2 of a movie,David Yates,david yates,1.0,SUCCESS,True,True,True
hotpot_5a8e82ff5542995a26add4e2,Which pistol was replaced by a pistol manufactured by Spreewerk?,Luger P08,luger p08,1.0,SUCCESS,True,True,True
hotpot_5a8ba9d255429971feec4759,Camp Courtney was named after the Major killed in action at the battle codenamed,Operation Iceberg,operation iceberg,1.0,SUCCESS,True,True,True
hotpot_5ae12aa6554299422ee99617,The ghetto that George Kadish documented held how many people at its peak?,"29,000",29 000,1.0,SUCCESS,True,True,False
hotpot_5a84bb825542991dd0999dbe,Who beacme a star as a comic book character created by Gerry Conway and Bob Oksn,Megalyn Echikunwoke,kick ass,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ae612f3554299546bf83065,Which musician who first became famous in the late 1960s and early 1970s is Inne,Carlos Santana,santana,0.667,SUCCESS,False,True,False
hotpot_5a80f793554299260e20a1e1,What British company was involved in recording the audiobook for the book known ,BBC,cavalcade,0.0,G1_confabulation,True,True,True
hotpot_5ae267a35542992decbdccee,Inductivism was a scientific method attributed to a man that served in what two ,Attorney General and as Lord Chancellor of England,attorney general and lord chancellor of england,0.933,SUCCESS,True,True,True
hotpot_5a7dab795542990b8f503a22,"El Chavo is a video game published by Slang Publishing, that was based on what M",El Chavo Animado,el chavo del ocho,0.571,SUCCESS,True,True,True
hotpot_5a7f74975542992097ad2f77,"In 2010, what was the population for a state which is known for Annalee Dolls?","6,241",i don t know,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5a778c215542995d831811ba,When was the folk dance style Johannes Brahms' Liebeslieder Waltzes were written,end of the 18th century,1869 1874,0.0,G1_confabulation,True,True,True
hotpot_5a7a94f155429941d65f26ca,What is the altitude of the town in England that has Leadgate between it and Gar,"about 1,000 ft above sea level",1 000 ft,0.6,SUCCESS,True,True,True
hotpot_5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that,Yakuza,yakuza,1.0,SUCCESS,True,True,True
hotpot_5a8013e45542995d8a8ddf41,"Cowie Castle at Stonehaven, and Allardice Castle near Inverbervie, are part of a",North Sea,north sea,1.0,SUCCESS,True,True,True
hotpot_5a71446b5542994082a3e72a,Who signed into law the act made to lower barriers to adoption?,President Bill Clinton,president bill clinton,1.0,SUCCESS,True,True,True
hotpot_5ae0f73d55429920d5234252,"Where was the Super Bowl, that Alan Faneca won, played ?",Ford Field in Detroit,meadowlands,0.0,S2_selection_chunk_miss,True,True,False
hotpot_5a846da0554299334474611e,"Which bird-themed team did the baseball player, who frequented the Red Cedar Inn",St. Louis Cardinals,st louis cardinals,1.0,SUCCESS,True,True,True
hotpot_5a8a40015542996c9b8d5e72,Which television series was part of Cartoon Network's 2017 April Fools' prank an,Rick and Morty,rick and morty,1.0,SUCCESS,True,True,True
hotpot_5ab8633c55429919ba4e22d6,"Q: Who had more solo albums, Marty Raybon or Greg Graffin?",Gregory Walter Graffin,greg graffin,0.4,G2_reasoning_error,True,True,True
hotpot_5abd848455429924427fd03a,Are Edward F. Cline and Floyd Mutrux both screenwriters?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5abe7f695542993f32c2a12d,What is the focus of the movie in which Nolan North played the role of Superboy?,focus on young superheroes,i don t know,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ab6bf6d55429953192ad372,Are Phlebodium and Pieris both species of ferns?,no,no,1.0,SUCCESS,True,True,False
hotpot_5a75f32055429976ec32bcb7,"This actor born August 26, 1909 stared in the tv show "" The Cowboys "".",Jim Davis,robert carradine,0.0,G1_confabulation,False,True,True
hotpot_5a730abe5542994cef4bc42f,"What ""sport"" involving animals dates all the way back to the Tang Dynasty and co",Cricket fighting,cricket fighting,1.0,SUCCESS,True,True,True
hotpot_5ae72f75554299572ea5476c,The Black Star Line was a part of the Marcus Garvey movement that was also known,Colonization movement or Black Zionism,black star of africa,0.222,S2_selection_chunk_miss,False,True,False
hotpot_5a7c07e15542997c3ec972c7,"What staff member of the editor of ""London Review of Books"" wrote a semi-fiction",Nina Stibbe,nina stibbe,1.0,SUCCESS,True,True,True
hotpot_5a78abbc554299148911f90c,Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,Forbes ranked Schreiber Foods,forbes,0.4,G2_reasoning_error,True,True,True
hotpot_5ab91ef3554299753720f708,"Gene Sculatti write for CREEM sometime in the 60s or 70s, what famous term did C","""punk rock",punk rock,1.0,SUCCESS,True,True,True
hotpot_5ac2d1d755429921a00ab053,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Roberta Vinci,roberta vinci,1.0,SUCCESS,True,True,True
hotpot_5abc9fb055429959677d6ac9,What is the nationality of the dancer who partnered Tom Chambers in the sixth se,Danish,english,0.0,S2_selection_chunk_miss,False,True,False
hotpot_5ae5be02554299546bf82f3e,Who is the Chief Executive Officer of the corporation that owns Space Dev?,Fatih Ozmen,fatih ozmen,1.0,SUCCESS,True,True,True
hotpot_5a7cd7f055429909bec7683e,What school was the actress who appeared with Michelle Williams in the last play,Juilliard School,juilliard school,1.0,SUCCESS,True,True,True
hotpot_5a8563c05542997b5ce3fff4,Do Chestnut and Arenga trees both grow in the northern hemisphere?,yes,yes,1.0,SUCCESS,True,True,False
hotpot_5ac31129554299741d48a1a2,Woodland is a census-designated place in a town that had this population as of t,"1,521",1 521,1.0,SUCCESS,True,True,False
hotpot_5adc020a5542994650320c4c,Are Jeff Ragsdale and Millard Webb both authors?,no,yes jeff ragsdale is author but not millard webb,0.0,G1_confabulation,True,True,True
hotpot_5a74b4dc55429979e2882a00,Which former lead guitarist has a solo album named two disc compilation album?,Ted Nugent,dave faulkner,0.0,S3_bridge_incomplete,False,False,False
hotpot_5a8a43eb5542996c9b8d5e82,Which Australian city founded in 1838 contains a boarding school opened by a Pri,"Marion, South Australia",adelaide,0.0,G1_confabulation,True,True,True
hotpot_5ab846e155429919ba4e229c,"Who won more Grand Slam doubles titles, Tony Roche or Jamie Murray?",Anthony Dalton Roche,tony roche,0.4,G2_reasoning_error,True,True,True
hotpot_5a7b85ac5542997c3ec971ef,Milo Parker starred in which 2014 movie alongside Gillian Anderson?,Robot Overlords,i don t know,0.0,G3_abstention,False,True,True
hotpot_5adcfba05542990d50227d83,The Story of the Man Who Turned into a Dog is a type of play that fits into the ,post–World War II,theatre of absurd,0.0,G1_confabulation,True,True,True
hotpot_5a749e1855429979e28829c3,"Which tennis player is older, Emilio Sánchez or Andrei Olhovskiy?",Emilio Ángel Sánchez Vicario,emilio sánchez,0.667,SUCCESS,True,True,True
hotpot_5abba8545542993f40c73b72,Barnstable County Hospital was the location of the autopsy of the son of Preside,Caroline Kennedy,caroline kennedy,1.0,SUCCESS,True,True,True
hotpot_5ac562985542993e66e823ca,Otterington railway station was on a 393 mi major railway that linked Edinburgh ,London,london,1.0,SUCCESS,True,True,True
hotpot_5a8ec55f5542995a26add50c,At what height does State Route 160 start?,4145 ft,port orchard,0.0,G1_confabulation,False,True,True
hotpot_5a7f3c8f55429930675136c9,Buck Rogers XXVC is a published campaign setting or a homebrew campaign setting?,published campaign settings,published campaign setting,0.667,SUCCESS,True,True,True
hotpot_5ae5cf0b55429929b08079aa,"what caused the death of over 250 people in Accra, Ghana?",an explosion and a fire occurred at a petrol station,2015 accra explosion,0.2,G2_reasoning_error,True,True,True
hotpot_5a84bbb35542991dd0999dc0,Mother and daughter duo Indian actresses appear in which type of films,Malayalam movies,malayalam,0.667,SUCCESS,False,True,True
hotpot_5ae60db1554299546bf83041,The Luther seal was designed for the professor of theology of what nationalty at,German,german,1.0,SUCCESS,True,True,True
hotpot_5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and manag,Spyker F1,spyker,0.667,SUCCESS,True,True,True
hotpot_5ae6795855429908198fa5e4,This event which was part of the 1954 AAA National Championship Trail was held a,16th Street and Georgetown Road,indianapolis,0.0,G1_confabulation,True,True,True
hotpot_5ab6e07b55429954757d33a0,Which Equerry to a British monarch was married to a Marchioness Camden?,Peter Wooldridge Townsend,peter townsend,0.8,SUCCESS,True,True,True
