query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
2wiki_36fda14308a711ebbd7fac1f6bf848b6,"Which film has the director born later, Powers That Prey or Rustler'S Round-Up?",Rustler'S Round-Up,wallace fox,0.0,G1_confabulation,False,True,True
2wiki_da622640090e11ebbdadac1f6bf848b6,"Which film came out earlier, Demi Ucok or Gutta-Percha Boy?",Gutta-Percha Boy,gutta percha boy,1.0,SUCCESS,True,True,True
2wiki_8a6ab1d80bdd11eba7f7acde48001122,What is the place of birth of the director of film Side Sho?,"Nashville, Tennessee",savannah georgia,0.0,S2_selection_chunk_miss,False,True,False
2wiki_a0b2a4ce0baf11ebab90acde48001122,Who is the maternal grandfather of Rudolph Of France?,"Conrad II, Duke of Transjurane Burgundy",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_32d6c99a086b11ebbd5fac1f6bf848b6,"Which film whose director is younger, Poor Boy'S Game or Trail Street?",Poor Boy'S Game,poor boy s game,1.0,SUCCESS,False,True,True
2wiki_569f6717097d11ebbdb0ac1f6bf848b6,"Which film came out earlier, Alkohol or Night Of Dark Shadows?",Alkohol,alkohol,1.0,SUCCESS,True,True,True
2wiki_a7f52a320bdb11eba7f7acde48001122,"When did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,i don t know,0.0,G3_abstention,False,True,True
2wiki_0c451a980bdb11eba7f7acde48001122,Where did Richard Bulstrode's father graduate from?,St. John's College,i don t know,0.0,G3_abstention,True,True,True
2wiki_b6b543ba08c811ebbd92ac1f6bf848b6,"Which film has the director who died later, Pavement Butterfly or In The Country",In The Country Fell A Star,pavement butterfly,0.0,G1_confabulation,False,True,True
2wiki_335443cc0bde11eba7f7acde48001122,When was the company that published Tribal College Journal founded?,1972,1989,0.0,S2_selection_chunk_miss,True,True,False
2wiki_a9ef98760baf11ebab90acde48001122,"Who is Bernhard Iii, Prince Of Anhalt-Bernburg's paternal grandfather?","Bernhard I, Prince of Anhalt-Bernburg",i don t know,0.2,G3_abstention,True,True,True
2wiki_593715480bb011ebab90acde48001122,"Who is the mother-in-law of Ameli, Duchess Of Oldenburg?",Princess Helena of Waldeck and Pyrmont,i don t know,0.0,G3_abstention,True,True,True
2wiki_6777a8a80bdc11eba7f7acde48001122,What is the place of birth of the director of film Hostel: Part Iii?,Birmingham,warsaw poland,0.0,S2_selection_chunk_miss,True,True,False
2wiki_7ad86ba8086711ebbd5eac1f6bf848b6,"Which film has the director died earlier, Cotton Queen or Star Of Texas?",Star Of Texas,cotton queen,0.0,G1_confabulation,False,True,True
2wiki_6ede801c08da11ebbd9cac1f6bf848b6,"Which film has the director who is older than the other, Blue Blood And Red or T",Blue Blood And Red,william k howard,0.0,G1_confabulation,False,True,True
2wiki_5aa6b82e0bde11eba7f7acde48001122,Where did Shahrzad Mojab's husband graduate from?,University of Tehran,i don t know,0.0,G3_abstention,True,True,True
2wiki_e332f484092211ebbdaeac1f6bf848b6,"Which film came out first, Peruchazhi or The Convict From Istanbul?",The Convict From Istanbul,convict from istanbul,1.0,SUCCESS,True,True,True
2wiki_6800d81a08a511ebbd7dac1f6bf848b6,"Which film has the director born later, Time Out For Romance or The Warrior Quee",The Warrior Queen Of Jhansi,time out for romance,0.0,G1_confabulation,False,True,True
2wiki_9382e97a0bdd11eba7f7acde48001122,Which country Piya Yaza Dewi's husband is from?,Burma,sri lanka,0.0,S2_selection_chunk_miss,False,True,False
2wiki_33cf79380bda11eba7f7acde48001122,What is the place of birth of the director of film The First Monday In May?,American,i don t know,0.0,G3_abstention,False,True,True
2wiki_1fd0e1ac08af11ebbd83ac1f6bf848b6,"Which film has the director who was born later, Broder Gabrielsen or Bhakta Kann",Bhakta Kannappa,bhakta kannappa,1.0,SUCCESS,False,True,True
2wiki_48ace10a085c11ebbd5cac1f6bf848b6,"Which film has the director who died later, Murphy'S War or See You In The Next ",Murphy'S War,see you in next war,0.25,G2_reasoning_error,False,True,True
2wiki_33b0c274087211ebbd64ac1f6bf848b6,"Which film has the director who died later, His Last Haul or The Falcon In San F",The Falcon In San Francisco,falcon in san francisco,1.0,SUCCESS,False,True,True
2wiki_debc2faa0bdd11eba7f7acde48001122,What nationality is Robert Gordon (Diplomat)'s father?,Scottish,british,0.0,G1_confabulation,True,True,True
2wiki_753f68d40bde11eba7f7acde48001122,What is the place of birth of Archduchess Maria Immakulata Of Austria's mother?,Naples,baden bei wien,0.0,G1_confabulation,True,True,True
2wiki_f139c8a20bda11eba7f7acde48001122,What nationality is Consort Song's husband?,Eastern Han,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_7ff5ce48091b11ebbdaeac1f6bf848b6,"Which film was released earlier, Autumn Milk or Antonieta?",Antonieta,antonieta,1.0,SUCCESS,True,True,True
2wiki_b8a8f33a08a311ebbd7cac1f6bf848b6,Are Schwerin Palace and Deutsches Museum Bonn located in the same country?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_c10c0d5b094311ebbdaeac1f6bf848b6,"Which film was released first, El Perseguidor or Face In The Rain?",Face In The Rain,face in rain,1.0,SUCCESS,True,True,True
2wiki_7115fe9e0bde11eba7f7acde48001122,"What is the place of birth of Joaquina Téllez-Girón, Marquise Of Santa Cruz's hu",Madrid,i don t know,0.0,G3_abstention,True,True,True
2wiki_5922128608b511ebbd88ac1f6bf848b6,Do both films: Pitch Perfect 3 and Lovers (1999 Film) have the directors from th,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_a6f0c6ec089c11ebbd78ac1f6bf848b6,"Who died first, Olaf Everson or Abdul Wahab Khan Tarzi?",Abdul Wahab Khan Tarzi,olaf everson,0.0,G1_confabulation,True,True,True
2wiki_a19ca5c80bdd11eba7f7acde48001122,What nationality is Mór Ingen Cearbhaill's father?,Ireland,i don t know,0.0,G3_abstention,True,True,True
2wiki_690c1dec0bdd11eba7f7acde48001122,Where was the place of death of the performer of song White Squall (Song)?,Greater Cincinnati Airport,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_89cb4a26089511ebbd75ac1f6bf848b6,"Which film has the director who was born earlier, The Red Eagle or Vishukkani?",Vishukkani,i don t know,0.0,G3_abstention,False,True,True
2wiki_4aa79a4008ca11ebbd92ac1f6bf848b6,"Who was born earlier, Ren Changxia or Tsui Hark?",Tsui Hark,tsui hark,1.0,SUCCESS,True,True,True
2wiki_d2c47e1008df11ebbda1ac1f6bf848b6,"Which film whose director is younger, Many Tanks Mr. Atkins or Do Musafir?",Do Musafir,do musafir,1.0,SUCCESS,False,True,True
2wiki_103f5afe08e411ebbda4ac1f6bf848b6,"Which film has the director died earlier, Massacre At Marble City or Outcast Of ",Massacre At Marble City,paul martin,0.0,G1_confabulation,False,True,True
2wiki_5860258c0bde11eba7f7acde48001122,Where was the director of film Of Snails And Men born?,Cluj,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5a235bf00bd911eba7f7acde48001122,"When was Jarosław, Duke Of Opole's father born?",1127,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_06326df2088611ebbd6dac1f6bf848b6,"Do both films: Tears Were Falling and Hail, Mary! have the directors from the sa",yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_95c63b740bdd11eba7f7acde48001122,What is the place of birth of Johannetta Of Sayn-Wittgenstein (1632–1701)'s husb,Weimar,darmstadt,0.0,S2_selection_chunk_miss,False,True,False
2wiki_83a016220bb011ebab90acde48001122,Who is the paternal grandfather of Qiubo Of Han?,Huan Shu of Quwo,i don t know,0.0,G3_abstention,True,True,True
2wiki_cceeb5ae0bdd11eba7f7acde48001122,"What is the cause of death of David Armstrong-Jones, 2Nd Earl Of Snowdon's mothe",stroke,i don t know,0.0,G3_abstention,True,True,True
2wiki_82043b7c0bdd11eba7f7acde48001122,"Which country Luís Of Portugal, Duke Of Beja's mother is from?",Spanish,spain,0.0,G1_confabulation,False,True,True
2wiki_95c505f4097f11ebbdb0ac1f6bf848b6,"Which film was released more recently, Young And Dangerous or The Hi-Jackers?",Young And Dangerous,hi jackers,0.0,G1_confabulation,True,True,True
2wiki_db9e40de0baf11ebab90acde48001122,Who is the paternal grandfather of Princess Theodora Of Greece And Denmark (1906,George I of Greece,prince andrew of greece and denmark,0.4,G2_reasoning_error,True,True,True
2wiki_6d2f94300bb011ebab90acde48001122,Who is the stepfather of Peter Phillips?,Timothy Laurence,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_ef7b692008d911ebbd9cac1f6bf848b6,Do both films Tarnished Lady and Dallas Doll have the directors from the same co,no,no,1.0,SUCCESS,False,True,False
2wiki_3209ff5e0baf11ebab90acde48001122,"Who is the maternal grandfather of Agnes Duff, Countess Fife?",William IV of the United Kingdom,henry vii of england,0.222,S2_selection_chunk_miss,False,True,False
2wiki_e7b1d7340bda11eba7f7acde48001122,Where was the director of film Absurda born?,"Missoula, Montana",i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1c5985f60bde11eba7f7acde48001122,"What is the date of death of Charles Mills, 1St Baron Hillingdon's father?",4 October 1872,1872,0.5,SUCCESS,True,True,True
2wiki_ad6dc5540baf11ebab90acde48001122,Who is James Franklin Perry's sibling-in-law?,Stephen F. Austin,i don t know,0.0,G3_abstention,True,True,True
2wiki_654e76b808e111ebbda2ac1f6bf848b6,"Who lived longer, Rolf Billberg or Yeo Woon-Kay?",Yeo Woon-Kay,yeo woon kay,1.0,SUCCESS,True,True,True
2wiki_02428f7e0bb011ebab90acde48001122,"Who is Bertrand, Count Of Toulouse's child-in-law?",Cecile of France,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_272ca17008be11ebbd8aac1f6bf848b6,"Which film was released earlier, 69 And Dead or Hellbilly 58?",Hellbilly 58,hellbilly 58,1.0,SUCCESS,True,True,True
2wiki_93c91a920bda11eba7f7acde48001122,Where does the director of film Gerrie & Louise work at?,National Film Board,i don t know,0.0,G3_abstention,False,True,True
2wiki_e1af9bde08a411ebbd7dac1f6bf848b6,"Which film whose director is younger, The Four Musketeers (1963 Film) or Puerta ","Puerta De Hierro, El Exilio De Perón",i don t know,0.0,G3_abstention,False,True,True
2wiki_bf847e1a086511ebbd5eac1f6bf848b6,"Who was born later, Tyreek Burwell or Eric Boulton?",Tyreek Burwell,tyreek burwell,1.0,SUCCESS,True,True,True
2wiki_b3a00ba408bb11ebbd88ac1f6bf848b6,"Which film has the director died earlier, Frankenstein 90 or Messenger Of Death?",Messenger Of Death,frank mcdonald,0.0,G1_confabulation,False,True,True
2wiki_5136ceac08f011ebbda8ac1f6bf848b6,Who was born first out of Tim Pawsat and Noel St George Hyslop?,Noel St George Hyslop,noel st george hyslop,1.0,SUCCESS,True,True,True
2wiki_dd1a82740baf11ebab90acde48001122,Who is James Roosevelt Roosevelt's sibling-in-law?,Eleanor Roosevelt,i don t know,0.0,G3_abstention,True,True,True
2wiki_f7a6322e08c511ebbd8fac1f6bf848b6,"Do both films, Humko Deewana Kar Gaye and Dozakh In Search Of Heaven, have the d",yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_09c1b6840bde11eba7f7acde48001122,"What is the date of death of Louis Ii, Count Palatine Of Zweibrücken's father?",21 October 1514,i don t know,0.0,G3_abstention,True,True,True
2wiki_b3c106d40bda11eba7f7acde48001122,What nationality is John Palaiologos (Son Of Andronikos Ii)'s mother?,Byzantine Empire,montferrat,0.0,G1_confabulation,True,True,True
2wiki_633132f008b711ebbd88ac1f6bf848b6,"Who was born later, D'Arcy Coulson or Thomas William Adams?",D'Arcy Coulson,d arcy coulson,1.0,SUCCESS,True,True,True
2wiki_db8e09f808f311ebbdaaac1f6bf848b6,"Which film was released first, Zelly And Me or Nalla Thangal?",Nalla Thangal,nalla thangal,1.0,SUCCESS,True,True,True
2wiki_f97902d60bd911eba7f7acde48001122,"Where was the place of burial of William Nevill, 4Th Earl Of Abergavenny's fathe",East Grinstead,east grinstead,1.0,SUCCESS,True,True,True
2wiki_3e1f8f82084b11ebbd56ac1f6bf848b6,"Are both movies, Love And Hate (1924 Film) and Dark Blue World, from the same co",yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_8c6ba65608e511ebbda4ac1f6bf848b6,"Which film has the director born later, Brutti Di Notte or Bir Türk'E Gönül Verd",Bir Türk'E Gönül Verdim,giovanni grimaldi,0.0,G1_confabulation,False,True,True
2wiki_6b8402c40bdd11eba7f7acde48001122,Who is the child of the director of film An Event?,Sergio Mimica-Gezzan,gene fowler jr,0.0,S2_selection_chunk_miss,False,True,False
2wiki_b06ca46d08cd11ebbd93ac1f6bf848b6,Are both Mill Run (South Branch Potomac River) and Kalgan River located in the s,no,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_14d00b8508b411ebbd87ac1f6bf848b6,"Which film has the director died later, Forbidden Dreams or If I Were Free?",Forbidden Dreams,forbidden dreams,1.0,SUCCESS,False,True,True
2wiki_8bc889060bdd11eba7f7acde48001122,What is the place of birth of the director of film Nick Nolte: No Exit?,American,warsaw poland,0.0,G1_confabulation,True,True,True
2wiki_495260a00bde11eba7f7acde48001122,Where does Mikey Arroyo's mother work at?,Ateneo,i don t know,0.0,G3_abstention,True,True,True
2wiki_0856e5d4085b11ebbd5cac1f6bf848b6,"Which film has the director born later, Diary Of A Maniac or Return Of The Hero?",Return Of The Hero,return of hero,1.0,SUCCESS,False,True,True
2wiki_71ce6e19086711ebbd5eac1f6bf848b6,"Which film whose director was born first, Sword Of The Empire or Seven Guns For ",Sword Of The Empire,sergio grieco,0.0,G1_confabulation,False,True,True
2wiki_6edbf9d608a411ebbd7cac1f6bf848b6,"Who is younger, Jonetani Ralulu or Andre Blay?",Jonetani Ralulu,jonetani ralulu,1.0,SUCCESS,True,True,True
2wiki_0dfb89600bdd11eba7f7acde48001122,Where does Beatrix Of The Netherlands's father work at?,IG Farben,i don t know,0.0,G3_abstention,True,True,True
2wiki_6518c63908c011ebbd8aac1f6bf848b6,"Which film has the director born first, Donogoo Tonka or The Afternoon Of A Tort",Donogoo Tonka,reinhold schünzel,0.0,G1_confabulation,False,True,True
2wiki_9850c228096e11ebbdb0ac1f6bf848b6,Are Ramesht and Salajwe both located in the same country?,no,no,1.0,SUCCESS,True,True,False
2wiki_a902a9b8089311ebbd75ac1f6bf848b6,"Which film has the director who died later, Emanuelle And The Last Cannibals or ",Emanuelle And The Last Cannibals,hostile country,0.0,G1_confabulation,False,True,True
2wiki_bc633e2c0baf11ebab90acde48001122,Who is Maria Luisa Of Savoy's father-in-law?,"Louis, Grand Dauphin",victor amadeus ii of sardinia,0.0,G1_confabulation,True,True,True
2wiki_4fcddb780bdc11eba7f7acde48001122,Who is the spouse of the director of film Den Of Iniquity?,Käthe von Nagy,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f480bf400bdd11eba7f7acde48001122,Where was the father of Horatio Powys born?,Lilford Hall,i don t know,0.0,G3_abstention,True,True,True
2wiki_2db20f4a089f11ebbd78ac1f6bf848b6,"Which film has the director who was born later, Borsalino & Co. or Köpekler Adas",Köpekler Adası,köpekler adası,1.0,SUCCESS,False,True,False
2wiki_b249aa840bdc11eba7f7acde48001122,Where was the performer of song So Much Love (Song) born?,London,harrow ontario,0.0,G1_confabulation,False,True,True
2wiki_5977fe10088f11ebbd72ac1f6bf848b6,Are director of film Evangeline (1929 Film) and director of film Posthumous (Fil,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_03c48efa090e11ebbdadac1f6bf848b6,"Which film came out first, 32 Dicembre or Jesús, Nuestro Señor?","Jesús, Nuestro Señor",jesús nuestro señor,1.0,SUCCESS,True,True,True
2wiki_68e304160bdd11eba7f7acde48001122,Where was the mother of Desiderata Of The Lombards born?,Brescia,brescia,1.0,SUCCESS,True,True,True
2wiki_135fde100bb011ebab90acde48001122,"Who is the paternal grandmother of David Pigot (Cricketer, Born 1929)?",Alice Maud Knox,meta violet blood smyth,0.0,G1_confabulation,True,True,True
2wiki_2903728e085b11ebbd5cac1f6bf848b6,"Are San Francesco, Pisa and San Francesco, Pistoia both located in the same coun",yes,yes,1.0,SUCCESS,True,True,False
2wiki_ee143e9708a111ebbd7aac1f6bf848b6,"Which film has the director born earlier, The Temptation Of Carlton Earle or The",The Temptation Of Carlton Earle,temptation of carlton earle,1.0,SUCCESS,False,True,True
2wiki_4772896e0bdd11eba7f7acde48001122,Who is the father of the director of film In The Line Of Duty 4: Witness?,Yuen Siu-tien,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e6606da80baf11ebab90acde48001122,Who is Lockwood West's child-in-law?,Prunella Scales,warwick davis,0.0,S2_selection_chunk_miss,True,True,False
2wiki_3f22e367087811ebbd67ac1f6bf848b6,"Which film has the director died earlier, I Married A Monster From Outer Space o",T-Men,gene fowler jr,0.0,G1_confabulation,False,True,True
2wiki_e30064640bdd11eba7f7acde48001122,Which country the director of film Renegade Force is from?,America,poland,0.0,G1_confabulation,True,True,True
2wiki_0981888e0bde11eba7f7acde48001122,Who is the child of the director of film Black On White (1968 Film)?,Johan Donner,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5043b106086011ebbd5dac1f6bf848b6,"Who lived longer, Jean-Rodolphe Perronet or Gunnar Wiklund?",Jean-Rodolphe Perronet,jean rodolphe perronet,1.0,SUCCESS,True,True,True
2wiki_b1203e9a0bda11eba7f7acde48001122,Who is the spouse of the director of film Vaishnavee?,Lester James Peries,beena paul,0.0,G1_confabulation,True,True,True
2wiki_bb6d37460bd911eba7f7acde48001122,Where did Marie Eleonore Of Cleves's father die?,Düsseldorf,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_549d1a63086a11ebbd5fac1f6bf848b6,"Did the bands The Crown (Band) and Dazz Band, originate from the same country?",no,no,1.0,SUCCESS,True,True,False
2wiki_a02009fa085c11ebbd5cac1f6bf848b6,"Which film was released more recently, Toolbox Murders or I Met You In Naples?",Toolbox Murders,toolbox murders,1.0,SUCCESS,True,True,True
2wiki_67d898240bb011ebab90acde48001122,"Who is the paternal grandmother of John Ii, Marquis Of Namur?",Isabelle of Luxembourg,i don t know,0.0,G3_abstention,True,True,True
2wiki_18a3dbaa08d411ebbd96ac1f6bf848b6,Do both films Thunder Warrior Iii and Libero Burro have the directors from the s,yes,no,0.0,S2_selection_chunk_miss,False,True,False
2wiki_bf4682100bdd11eba7f7acde48001122,"When did Beorhtweald, Ealdorman Of Kent's mother die?",888,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_edb506060bda11eba7f7acde48001122,What is the place of birth of Jiang Rong's wife?,Hangzhou,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_abb7ff860bdc11eba7f7acde48001122,Where was the director of film A Day Of Roses In August born?,Halberstadt,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_9b08d2780bdc11eba7f7acde48001122,What nationality is the singer of Pre (Band)?,Japan,british,0.0,G1_confabulation,True,True,True
2wiki_ff243e0708e811ebbda7ac1f6bf848b6,Are Iroquois River (Saint John River Tributary) and Capousacataca River both loc,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_fbac69b4087b11ebbd69ac1f6bf848b6,Are Zelig and I Was Here (Film) from the same country?,no,no,1.0,SUCCESS,True,True,False
2wiki_1806efe409b911ebbdb0ac1f6bf848b6,"Are both mountains, Pizzo Della Croce and Geierwand, located in the same country",yes,yes,1.0,SUCCESS,True,True,False
2wiki_c593cdc40bda11eba7f7acde48001122,Where was the director of film My Name Is Modesty born?,Birmingham,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_636ffb3c0bde11eba7f7acde48001122,Which country David Kung Ling-Kan's mother is from?,China,i don t know,0.0,G3_abstention,True,True,True
2wiki_115f591808b511ebbd88ac1f6bf848b6,"Which film whose director was born first, Deported Women Of The Ss Special Secti",Deported Women Of The Ss Special Section,i don t know,0.0,G3_abstention,False,True,True
2wiki_a6b118a00bdd11eba7f7acde48001122,Where does the director of film Inside Pop: The Rock Revolution work at?,New York University,i don t know,0.0,G3_abstention,False,True,True
2wiki_a26599ea097011ebbdb0ac1f6bf848b6,"Which film was released first, Heaven Help Us or Ghar Ki Rani?",Ghar Ki Rani,ghar ki rani,1.0,SUCCESS,True,True,True
2wiki_6f7115240bde11eba7f7acde48001122,"What is the place of birth of the director of film Oh Billy, Behave?",Indiana,boston massachusetts,0.0,S2_selection_chunk_miss,False,True,False
2wiki_dab62b000baf11ebab90acde48001122,Who is Duke Siegfried August In Bavaria's maternal grandmother?,Princess Clémentine of Orléans,princess amalie of saxe coburg and gotha,0.364,G2_reasoning_error,True,True,True
2wiki_adb43d9c0bda11eba7f7acde48001122,What is the date of birth of Prince Wolrad Of Waldeck And Pyrmont's father?,14 January 1831,i don t know,0.0,G3_abstention,True,True,True
2wiki_3d02aa320bdc11eba7f7acde48001122,What is the place of birth of the composer of song Candy (1944 Song)?,"Montreal, Quebec",england,0.0,S2_selection_chunk_miss,False,True,False
2wiki_bd185f7a08bc11ebbd89ac1f6bf848b6,"Which film was released earlier, The Surgeon'S Knife or Blue Hill Avenue?",The Surgeon'S Knife,surgeon s knife,1.0,SUCCESS,True,True,True
2wiki_7c9b42c8088311ebbd6dac1f6bf848b6,"Which film has the director born earlier, The Belle Of Broadway or Count Varenne",Count Varenne'S Lover,frederic zelnik,0.0,G1_confabulation,False,True,True
2wiki_10499c7508af11ebbd83ac1f6bf848b6,"Which film has the director born first, The Mysterious Mr. Davis or Queen X?",Queen X,ulysses davis,0.0,G1_confabulation,False,True,True
2wiki_19813bf40bb011ebab90acde48001122,Who is Christopher Blom Paus's aunt?,Hedevig Christine Paus,i don t know,0.0,G3_abstention,True,True,True
2wiki_aabd2f90088d11ebbd70ac1f6bf848b6,"Who is younger, Lo Hsiao-Ting or Basil Hoffman?",Lo Hsiao-Ting,lo hsiao ting,1.0,SUCCESS,True,True,True
2wiki_b1d1edc6086911ebbd5eac1f6bf848b6,Do both films In This World and The Big Money (Film) have the directors that sha,yes,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_18e9a16e0baf11ebab90acde48001122,Who is the father of Khosrov Iii The Small?,Tiridates III of Armenia,tiridates iii,0.667,SUCCESS,False,True,True
2wiki_5410b503086c11ebbd61ac1f6bf848b6,"Who was born later, Azad Al-Barazi or Joel Anderson?",Azad Al-Barazi,joel anderson,0.0,G1_confabulation,True,True,True
2wiki_40e240ae0bdc11eba7f7acde48001122,What is the place of birth of the director of film Tremors 3: Back To Perfection,American,warsaw poland,0.0,G1_confabulation,False,True,True
2wiki_f40e78540bdd11eba7f7acde48001122,Where was the mother of Princess Maria Antonia Of Naples And Sicily born?,Vienna,i don t know,0.0,G3_abstention,True,True,True
2wiki_c3392729092211ebbdaeac1f6bf848b6,"Which film came out first, Everybody'S Famous! or Report From The Aleutians?",Report From The Aleutians,report from aleutians,1.0,SUCCESS,True,True,True
2wiki_94c93dbc085811ebbd5bac1f6bf848b6,"Which film has the director who is older than the other, The Sunset Derby or Bor",Borrowed Plumage,borrowed plumage,1.0,SUCCESS,False,True,True
2wiki_2d0d9d95098e11ebbdb0ac1f6bf848b6,Are Morassa and Mamati located in the same country?,no,no,1.0,SUCCESS,True,True,False
2wiki_f46d9d9d08ea11ebbda7ac1f6bf848b6,Are Yadboro River and Pigna Barney River both located in the same country?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_535dc3c308a611ebbd7fac1f6bf848b6,"Which film has the director born first, A Strange Adventure or Don Quijote Cabal",Don Quijote Cabalga De Nuevo,roberto gavaldón,0.0,G1_confabulation,False,True,True
2wiki_bca9ab020bda11eba7f7acde48001122,Where did the director of film Hard Promises (1992 Film) graduate from?,American Academy of Dramatic Arts,i don t know,0.0,G3_abstention,False,True,True
2wiki_361b56400bde11eba7f7acde48001122,What is the place of birth of the performer of song If You Want To Be My Woman?,Bakersfield,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_7e815a440bdc11eba7f7acde48001122,Who is the spouse of the performer of song Missing My Baby?,Chris Pérez,gabriella wilde,0.0,S2_selection_chunk_miss,False,True,False
2wiki_728bd2360bdd11eba7f7acde48001122,What is the place of birth of the director of film 7 Seconds (Film)?,British,i don t know,0.0,G3_abstention,False,True,True
2wiki_eb22870e0baf11ebab90acde48001122,Who is the maternal grandmother of Frédéric Prinz Von Anhalt?,Princess Louise Charlotte of Saxe-Altenburg,i don t know,0.0,G3_abstention,True,True,True
2wiki_48be86cc0bda11eba7f7acde48001122,What nationality is the director of film Claustrophobia (2003 Film)?,U.S.,mark tapio kines,0.0,S2_selection_chunk_miss,False,True,False
2wiki_e728b3d80bd911eba7f7acde48001122,Where did Minbyauk Thihapate's wife die?,Inwa,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_ba4e87c60bdd11eba7f7acde48001122,Where was the husband of Katherine De Stafford born?,English,i don t know,0.0,G3_abstention,False,True,True
2wiki_6b7089660baf11ebab90acde48001122,"Who is Kathleen Cavendish, Marchioness Of Hartington's maternal grandfather?",John F. Fitzgerald,henry vii of england,0.0,S2_selection_chunk_miss,False,True,False
2wiki_8ae248720bda11eba7f7acde48001122,Where did the director of film The Phantom Carriage (1958 Film) die?,Uppsala,berlin,0.0,S2_selection_chunk_miss,False,True,False
2wiki_a2c1645c0bdd11eba7f7acde48001122,Where did the director of film From The Journals Of Jean Seberg graduate from?,Brooklyn,brooklyn college,0.667,SUCCESS,True,True,True
2wiki_df343d700bdc11eba7f7acde48001122,Why did the director of film Secret Defense (1998 Film) die?,Alzheimer,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_5e02b99208b811ebbd88ac1f6bf848b6,"Which film has the director who is older than the other, The Carousel Of Death o",The Carousel Of Death,i don t know,0.0,G3_abstention,False,True,True
2wiki_3b5a4070089711ebbd76ac1f6bf848b6,"Which film has the director born later, Cheerleader Camp or Professor Marston An",Professor Marston And The Wonder Women,joshua marston,0.286,G2_reasoning_error,False,True,True
2wiki_d6488b040bdb11eba7f7acde48001122,Where did the director of film The Foreign Legionnaire die?,Argentina,i don t know,0.0,G3_abstention,False,True,True
2wiki_7534fd16096e11ebbdb0ac1f6bf848b6,"Are Coal City, Illinois and Lash Kenar, Nur both located in the same country?",no,no,1.0,SUCCESS,True,True,False
2wiki_9094f7e7086111ebbd5dac1f6bf848b6,"Who died later, Frederick I, Elector Of Saxony or Merton Russell-Cotes?",Merton Russell-Cotes,merton russell cotes,1.0,SUCCESS,True,True,True
2wiki_9301d39a08c111ebbd8bac1f6bf848b6,"Which film has the director born first, Shadows In Paradise or Dog Law?",Dog Law,jerome storm,0.0,G1_confabulation,False,True,True
2wiki_ee22132a08c611ebbd91ac1f6bf848b6,"Which film has the director who died earlier, Hold Back The Night or The Last Ni",The Last Night Of The Barbary Coast,hal mohr,0.0,G1_confabulation,False,True,True
2wiki_09736a060bde11eba7f7acde48001122,Where was the place of death of Isabella Of Bourbon's father?,Moulins,château de moulins,0.5,SUCCESS,True,True,True
2wiki_e519fa3c0bae11ebab90acde48001122,Who is the father-in-law of Ove Aunli?,Kristen Kvello,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_9575367b091111ebbdadac1f6bf848b6,"Did the movies Vendetta Di Zingara and For A Few Extra Dollars, originate from t",yes,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_4aebe3e60bde11eba7f7acde48001122,What is the place of birth of the creator of L'Gros Show?,Quebec,montreal quebec,0.667,SUCCESS,False,True,True
2wiki_3712624a08dd11ebbd9dac1f6bf848b6,"Which film has the director who was born first, Ghost-Town Gold or The Musician ",Ghost-Town Gold,i don t know,0.0,G3_abstention,False,True,True
